,ms,reuser_count,reusers
238,518,2,"['0930IbnIyas.NuzhatUmam', '0300IbnKhurdadhbih.MasalikWaMamalik']"
239,519,2,"['0845Maqrizi.Suluk', '0930IbnIyas.NuzhatUmam']"
240,520,4,"['0671AbuCabdAllahQurtubi.JamicLiAhkamQuran', '0845Maqrizi.KhabarCanBashar', '0346Mascudi.MurujDhahab', '0548Shahrastani.MilalWaNihal']"
241,526,2,"['0749IbnFadlAllahCumari.MasalikAbsar', '0930IbnIyas.NuzhatUmam']"
242,527,4,"['0845Maqrizi.Suluk', '0736IbnDawadari.KanzDurar', '0697IbnWasil.MufarrijKurub', '0930IbnIyas.NuzhatUmam']"
243,528,12,"['0764Safadi.WafiBiWafayat', '0845Maqrizi.Suluk', '0815Ghuzuli.MatalicBudur', '0774IbnKathir.Bidaya', '0654SibtIbnJawzi.MiratZaman', '0749IbnFadlAllahCumari.MasalikAbsar', '0874IbnTaghribirdi.NujumZahira', '0726Yunini.DhaylMiratZaman', '0692IbnCabdZahir.RawdZahir', '0764IbnShakirKutubi.FawatWafayat', '0930IbnIyas.NuzhatUmam', '0730ShaficIbnCali.HusnManaqib']"
244,532,3,"['0764Safadi.WafiBiWafayat', '0749IbnFadlAllahCumari.MasalikAbsar', '0930IbnIyas.NuzhatUmam']"
245,535,3,"['0733Nuwayri.NihayatArab', '0736IbnDawadari.KanzDurar', '0600PseudoMascudi.AkhbarZaman']"
246,542,3,"['0733Nuwayri.NihayatArab', '0487AbuCubaydBakri.MasalikWaMamalik', '0600PseudoMascudi.AkhbarZaman']"
247,554,2,"['0928MujirDinCulaymi.FathRahman', '0487AbuCubaydBakri.MasalikWaMamalik']"
248,555,5,"['0928MujirDinCulaymi.FathRahman', '0845Maqrizi.KhabarCanBashar', '0736IbnDawadari.KanzDurar', '0487AbuCubaydBakri.MasalikWaMamalik', '0600PseudoMascudi.AkhbarZaman']"
249,556,5,"['0733Nuwayri.NihayatArab', '0928MujirDinCulaymi.FathRahman', '0487AbuCubaydBakri.MasalikWaMamalik', '0596IbnWasifShah.MukhtasarCajaibDunya', '0600PseudoMascudi.AkhbarZaman']"
250,565,1,['0930IbnIyas.NuzhatUmam']
251,566,0,[]
252,567,0,[]
253,568,0,[]
254,571,1,['0845Maqrizi.KhabarCanBashar']
255,572,2,"['0845Maqrizi.KhabarCanBashar', '0375IkhwanSafa.Rasail']"
256,573,1,['0845Maqrizi.KhabarCanBashar']
257,574,1,['0845Maqrizi.KhabarCanBashar']
258,575,1,['0845Maqrizi.KhabarCanBashar']
259,576,1,['0845Maqrizi.KhabarCanBashar']
260,577,1,['0845Maqrizi.KhabarCanBashar']
261,578,1,['0845Maqrizi.KhabarCanBashar']
262,579,0,[]
263,580,0,[]
264,581,0,[]
265,583,3,"['0845Maqrizi.KhabarCanBashar', '0736IbnDawadari.KanzDurar', '0600PseudoMascudi.AkhbarZaman']"
266,584,2,"['0845Maqrizi.KhabarCanBashar', '0600PseudoMascudi.AkhbarZaman']"
267,589,1,['0456IbnHazm.FisalFiMilal']
268,590,4,"['0571IbnCasakir.TarikhDimashq', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0597IbnJawzi.Muntazam', '0456IbnHazm.FisalFiMilal']"
269,591,2,"['0845Maqrizi.KhabarCanBashar', '0440AbuRayhanBiruni.AtharBaqiya']"
270,592,1,['0845Maqrizi.KhabarCanBashar']
271,593,2,"['0845Maqrizi.KhabarCanBashar', '0440AbuRayhanBiruni.AtharBaqiya']"
272,594,1,['0845Maqrizi.KhabarCanBashar']
273,595,3,"['0845Maqrizi.KhabarCanBashar', '0360HamzaIsfahani.TarikhSini', '0440AbuRayhanBiruni.AtharBaqiya']"
274,596,2,"['0845Maqrizi.KhabarCanBashar', '0440AbuRayhanBiruni.AtharBaqiya']"
275,597,1,['0845Maqrizi.KhabarCanBashar']
276,599,1,['0930IbnIyas.NuzhatUmam']
277,600,1,['0930IbnIyas.NuzhatUmam']
278,601,1,['0930IbnIyas.NuzhatUmam']
279,602,1,['0930IbnIyas.NuzhatUmam']
280,603,2,"['0845Maqrizi.KhabarCanBashar', '0930IbnIyas.NuzhatUmam']"
281,607,4,"['0733Nuwayri.NihayatArab', '0821Qalqashandi.SubhAcsha', '0845Maqrizi.KhabarCanBashar', '0930IbnIyas.NuzhatUmam']"
282,608,2,"['0375AnonymousTranslator.TarikhCalamUrusiyus', '0930IbnIyas.NuzhatUmam']"
283,615,1,['0930IbnIyas.NuzhatUmam']
284,616,1,['0930IbnIyas.NuzhatUmam']
285,617,1,['0930IbnIyas.NuzhatUmam']
286,618,1,['0930IbnIyas.NuzhatUmam']
287,619,1,['0930IbnIyas.NuzhatUmam']
288,620,2,"['0930IbnIyas.NuzhatUmam', '0367IbnHawqal.SuratArd']"
289,621,1,['0930IbnIyas.NuzhatUmam']
290,622,1,['0930IbnIyas.NuzhatUmam']
291,623,0,[]
292,624,0,[]
293,625,1,['0930IbnIyas.NuzhatUmam']
294,626,1,['0930IbnIyas.NuzhatUmam']
295,628,3,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir', '0930IbnIyas.NuzhatUmam']"
296,629,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
297,630,1,['0821Qalqashandi.SubhAcsha']
298,631,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
299,632,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
300,633,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
301,634,2,"['0821Qalqashandi.SubhAcsha', '0654SibtIbnJawzi.MiratZaman']"
302,635,4,"['0748Dhahabi.TarikhIslam', '0821Qalqashandi.SubhAcsha', '0654SibtIbnJawzi.MiratZaman', '0874IbnTaghribirdi.NujumZahira']"
303,636,1,['0821Qalqashandi.SubhAcsha']
304,642,1,['0930IbnIyas.NuzhatUmam']
305,643,3,"['0845Maqrizi.KhabarCanBashar', '0930IbnIyas.NuzhatUmam', '0440AbuRayhanBiruni.AtharBaqiya']"
306,644,4,"['0845Maqrizi.ImtacAsmac', '0845Maqrizi.KhabarCanBashar', '0930IbnIyas.NuzhatUmam', '0440AbuRayhanBiruni.AtharBaqiya']"
307,649,3,"['0845Maqrizi.KhabarCanBashar', '0360HamzaIsfahani.TarikhSini', '0930IbnIyas.NuzhatUmam']"
308,650,1,['0930IbnIyas.NuzhatUmam']
309,651,0,[]
310,652,0,[]
311,678,1,['0821Qalqashandi.SubhAcsha']
312,679,0,[]
313,680,1,['0821Qalqashandi.SubhAcsha']
314,696,1,['0874IbnTaghribirdi.NujumZahira']
315,697,1,['0588IbnMamun.AkhbarMisr']
316,698,0,[]
317,699,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
318,700,4,"['0571IbnCasakir.TarikhDimashq', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
319,701,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
320,702,4,"['0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
321,703,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
322,704,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
323,705,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
324,706,1,['0350MuhammadKindi.WulatMisr']
325,707,3,"['0660IbnCadim.BughyatTalab', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
326,708,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
327,709,3,"['0808IbnKhaldun.Tarikh', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
328,710,1,['0874IbnTaghribirdi.NujumZahira']
329,711,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
330,712,4,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr', '0845Maqrizi.Bayan']"
331,713,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
332,714,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
333,715,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
334,716,1,['0874IbnTaghribirdi.NujumZahira']
335,717,5,"['0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0597IbnJawzi.Muntazam', '0808IbnKhaldun.Tarikh', '0874IbnTaghribirdi.NujumZahira', '0350Balawi.SiratAhmadIbnTulun']"
336,718,3,"['0845Maqrizi.Muqaffa', '0646IbnQifti.IkhbarCulama', '0350Balawi.SiratAhmadIbnTulun']"
337,719,2,"['0845Maqrizi.Muqaffa', '0350Balawi.SiratAhmadIbnTulun']"
338,720,2,"['0845Maqrizi.Muqaffa', '0350MuhammadKindi.WulatMisr']"
339,721,2,"['0874IbnTaghribirdi.NujumZahira', '0350Balawi.SiratAhmadIbnTulun']"
340,722,1,['0350Balawi.SiratAhmadIbnTulun']
341,723,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350Balawi.SiratAhmadIbnTulun']"
342,724,1,['0874IbnTaghribirdi.NujumZahira']
343,725,1,['0874IbnTaghribirdi.NujumZahira']
344,726,1,['0874IbnTaghribirdi.NujumZahira']
345,731,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
346,732,7,"['0571IbnCasakir.TarikhDimashq', '0845Maqrizi.Muqaffa', '0654SibtIbnJawzi.MiratZaman', '0874IbnTaghribirdi.NujumZahira', '0626YaqutHamawi.MucjamBuldan', '0350Balawi.SiratAhmadIbnTulun', '0350MuhammadKindi.WulatMisr']"
347,733,2,"['0845Maqrizi.Muqaffa', '0350MuhammadKindi.WulatMisr']"
348,734,4,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350Balawi.SiratAhmadIbnTulun', '0350MuhammadKindi.WulatMisr']"
349,735,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
350,736,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
351,737,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
352,738,3,"['0874IbnTaghribirdi.NujumZahira', '0292Yacqubi.Buldan', '0350MuhammadKindi.WulatMisr']"
353,739,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
354,741,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
355,742,0,[]
356,743,2,"['0874IbnTaghribirdi.NujumZahira', '0292Yacqubi.Buldan']"
357,744,0,[]
358,745,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
359,746,1,['0350MuhammadKindi.WulatMisr']
360,747,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
361,748,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
362,749,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
363,750,1,['0874IbnTaghribirdi.NujumZahira']
364,752,2,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira']"
365,754,0,[]
366,756,0,[]
367,757,1,['0347IbnYunusSadafi.Tarikh']
368,758,1,['0347IbnYunusSadafi.Tarikh']
369,759,1,['0347IbnYunusSadafi.Tarikh']
370,760,0,[]
371,762,2,"['0444AbuCamrDani.SunanWarida', '0685IbnYahyaSulami.CiqdDurar']"
372,763,5,"['0664IbnTawus.MalahimWaFitan', '0538JarAllahZamakhshari.RabicAbrar', '0664IbnTawus.Tashrif', '0470MuayyadFiDinShirazi.Sira', '0128IbnAbiHabibMisri.AhadithYazid']"
373,764,3,"['0677IbnMuyassar.AkhbarMisr', '0874IbnTaghribirdi.NujumZahira', '0845Maqrizi.ItticazHunafa']"
374,765,2,"['0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.ItticazHunafa']"
375,766,0,[]
376,767,0,[]
377,768,3,"['0733Nuwayri.NihayatArab', '0626YaqutHamawi.MucjamBuldan', '0845Maqrizi.ItticazHunafa']"
378,769,1,['0845Maqrizi.ItticazHunafa']
379,770,0,[]
380,771,0,[]
381,772,0,[]
382,774,0,[]
383,776,2,"['0874IbnTaghribirdi.NujumZahira', '0367IbnHawqal.SuratArd']"
384,778,0,[]
385,779,1,['0845Maqrizi.Muqaffa']
386,780,1,['0845Maqrizi.MusawwadatMawaciz']
387,781,1,['0845Maqrizi.MusawwadatMawaciz']
388,782,0,[]
389,783,1,['0626YaqutHamawi.MucjamBuldan']
390,784,0,[]
391,786,0,[]
392,787,0,[]
393,788,0,[]
394,790,0,[]
395,791,0,[]
396,792,1,['0255Jahiz.Hayawan']
397,793,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
398,794,3,"['0845Maqrizi.Muqaffa', '0808IbnKhaldun.Tarikh', '0845Maqrizi.ItticazHunafa']"
399,795,1,['0845Maqrizi.ItticazHunafa']
400,796,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
401,797,1,['0845Maqrizi.ItticazHunafa']
402,798,5,"['0630IbnAthirCizzDin.Kamil', '0808IbnKhaldun.Tarikh', '0749ZaynDinIbnWardi.Tarikh', '0732AbuFida.MukhtasarFiAkhbar', '0845Maqrizi.ItticazHunafa']"
403,799,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
404,800,1,['0845Maqrizi.ItticazHunafa']
405,801,1,['0845Maqrizi.ItticazHunafa']
406,802,1,['0845Maqrizi.ItticazHunafa']
407,803,1,['0845Maqrizi.ItticazHunafa']
408,804,1,['0845Maqrizi.ItticazHunafa']
409,805,1,['0845Maqrizi.ItticazHunafa']
410,806,4,"['0749IbnFadlAllahCumari.MasalikAbsar', '0874IbnTaghribirdi.NujumZahira', '0821Qalqashandi.Maathir', '0717CabbasSafadi.NuzhatMalikWaMamluk']"
411,807,1,['0845Maqrizi.ItticazHunafa']
412,808,0,[]
413,809,1,['0845Maqrizi.ItticazHunafa']
414,810,1,['0470MuayyadFiDinShirazi.Sira']
415,811,2,"['0845Maqrizi.ItticazHunafa', '0845Maqrizi.IghathaUmma']"
416,812,1,['0845Maqrizi.ItticazHunafa']
417,813,1,['0845Maqrizi.ItticazHunafa']
418,814,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
419,815,0,[]
420,816,0,[]
421,817,1,['0845Maqrizi.ItticazHunafa']
422,818,0,[]
423,819,0,[]
424,821,1,['0845Maqrizi.MusawwadatMawaciz']
425,822,1,['0845Maqrizi.MusawwadatMawaciz']
426,824,1,['0845Maqrizi.MusawwadatMawaciz']
427,825,1,['0845Maqrizi.MusawwadatMawaciz']
428,826,2,"['0845Maqrizi.MusawwadatMawaciz', '0889IbnAhmadSakhawi.TuhfatAhbab']"
429,827,1,['0845Maqrizi.MusawwadatMawaciz']
430,828,1,['0845Maqrizi.MusawwadatMawaciz']
431,829,1,['0889IbnAhmadSakhawi.TuhfatAhbab']
432,830,1,['0845Maqrizi.MusawwadatMawaciz']
433,831,1,['0845Maqrizi.MusawwadatMawaciz']
434,832,1,['0845Maqrizi.MusawwadatMawaciz']
435,834,1,['0845Maqrizi.MusawwadatMawaciz']
436,835,1,['0845Maqrizi.MusawwadatMawaciz']
437,836,1,['0845Maqrizi.MusawwadatMawaciz']
438,837,1,['0845Maqrizi.MusawwadatMawaciz']
439,838,0,[]
440,839,0,[]
441,840,0,[]
442,841,0,[]
443,842,3,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0626YaqutHamawi.MucjamUdaba']"
444,843,0,[]
445,844,0,[]
446,845,0,[]
447,846,1,['0845Maqrizi.MusawwadatMawaciz']
448,847,1,['0845Maqrizi.MusawwadatMawaciz']
449,848,1,['0845Maqrizi.MusawwadatMawaciz']
450,849,1,['0845Maqrizi.MusawwadatMawaciz']
451,850,0,[]
452,851,1,['0845Maqrizi.MusawwadatMawaciz']
453,852,0,[]
454,853,0,[]
455,854,1,['0845Maqrizi.MusawwadatMawaciz']
456,855,2,"['0845Maqrizi.MusawwadatMawaciz', '0845Maqrizi.ItticazHunafa']"
457,857,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0362IbnHaniAndalusi.Diwan']"
458,858,0,[]
459,859,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']"
460,860,5,"['0845Maqrizi.MusawwadatMawaciz', '0414AbuHayyanTawhidi.Basair', '0845Maqrizi.ItticazHunafa', '0421AbuSacdAbi.NathrDurr', '0542IbnMunjibTajRiyasaIbnSayrafi.Ishara']"
461,861,9,"['0733Nuwayri.NihayatArab', '0665AbuShama.Rawdatayn', '0845Maqrizi.MusawwadatMawaciz', '0749IbnFadlAllahCumari.MasalikAbsar', '0874IbnTaghribirdi.NujumZahira', '0697IbnWasil.MufarrijKurub', '0643FathBundari.MukhtasarSanaBarqShami', '0911Suyuti.HusnMuhadara', '0692IbnCabdZahir.RawdaBahiyya']"
462,864,1,['0845Maqrizi.Muqaffa']
463,865,1,['0845Maqrizi.Muqaffa']
464,866,0,[]
465,867,1,['0845Maqrizi.MusawwadatMawaciz']
466,868,1,['0845Maqrizi.MusawwadatMawaciz']
467,869,1,['0845Maqrizi.MusawwadatMawaciz']
468,870,2,"['0845Maqrizi.MusawwadatMawaciz', '0692IbnCabdZahir.RawdaBahiyya']"
469,871,1,['0845Maqrizi.MusawwadatMawaciz']
470,872,4,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn', '0845Maqrizi.ItticazHunafa']"
471,874,3,"['0821Qalqashandi.SubhAcsha', '0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn']"
472,875,3,"['0821Qalqashandi.SubhAcsha', '0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn']"
473,879,0,[]
474,886,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
475,887,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
476,888,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
477,889,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
478,890,1,['0845Maqrizi.MusawwadatMawaciz']
479,891,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
480,892,0,[]
481,893,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
482,894,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
483,895,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
484,896,1,['0845Maqrizi.MusawwadatMawaciz']
485,897,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0429IbnTahirBaghdadi.FarqBaynaFiraq', '0505Ghazali.Fadaih']"
486,898,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0505Ghazali.Fadaih']"
487,916,1,['0845Maqrizi.MusawwadatMawaciz']
488,917,0,[]
489,918,3,"['0764Safadi.WafiBiWafayat', '0845Maqrizi.ItticazHunafa', '0889IbnAhmadSakhawi.TuhfatAhbab']"
490,935,1,['0845Maqrizi.ItticazHunafa']
491,936,3,"['0815Ghuzuli.MatalicBudur', '0845Maqrizi.ItticazHunafa', '0460Anonymous.DhakhairTuhaf']"
492,937,2,"['0845Maqrizi.ItticazHunafa', '0460Anonymous.DhakhairTuhaf']"
493,938,2,"['0845Maqrizi.ItticazHunafa', '0460Anonymous.DhakhairTuhaf']"
494,940,1,['0845Maqrizi.ItticazHunafa']
495,944,0,[]
496,945,1,['0845Maqrizi.ItticazHunafa']
497,953,2,"['0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.ItticazHunafa']"
498,956,1,['0845Maqrizi.MusawwadatMawaciz']
499,957,1,['0845Maqrizi.MusawwadatMawaciz']
500,965,30,"['0733Nuwayri.NihayatArab', '0947BamakhramaHimyari.QiladatNahr', '0768Yafici.MiratJinan', '0656AbuCabbasAnsariQurtubi.Mufhim', '0630IbnAthirCizzDin.Kamil', '0660IbnCadim.BughyatTalab', '0463IbnCabdBarr.IsticabFiMacrifatAshab', '0774IbnKathir.Bidaya', '0597IbnJawzi.Muntazam', '0955MuhammadKarakiHairi.TasliyatMujalis', '0654SibtIbnJawzi.MiratZaman', '0314IbnActhamKufi.Futuh', '0588IbnShahrAshub.ManaqibAlAbiTalib', '0966HusaynDiyarbakri.TarikhKhamis', '0310Tabari.Tarikh', '0871IbnAhmadShamsDinBacuni.JawahirMatalib', '0855IbnSabbaghMakki.FusulMuhimma', '0671AbuCabdAllahQurtubi.TadhkiraFiAhwalMawta', '0508FattalNaysaburi.RawdatWacizin', '0664IbnHatimCamiliShami.DurrNazim', '0421Miskawayh.Tajarib', '0413ShaykhMufid.Irshad', '0548IbnHasanTabarsi.IclamWara', '0905IbnCabdRahmanIjiShafici.FadailThaqalayn', '0282AbuHanifaDinawari.AkhbarTiwal', '0320IbnMuhammadBayhaqi.Mahasin', '0568MuwaffaqKhwarazmi.MaqtalHusayn', '0660IbnCadim.TarjamatHusayn', '0157AbuMikhnafAzdi.MaqtalHusayn', '0157AbuMikhnafAzdi.WaqcatTaff']"
501,966,21,"['0733Nuwayri.NihayatArab', '0630IbnAthirCizzDin.Kamil', '0279Baladhuri.AnsabAshraf', '0660IbnCadim.BughyatTalab', '0774IbnKathir.Bidaya', '0597IbnJawzi.Muntazam', '0955MuhammadKarakiHairi.TasliyatMujalis', '0654SibtIbnJawzi.MiratZaman', '0314IbnActhamKufi.Futuh', '0588IbnShahrAshub.ManaqibAlAbiTalib', '0310Tabari.Tarikh', '0718AbuIshaqWatwat.GhurarKhasais', '0508FattalNaysaburi.RawdatWacizin', '0421Miskawayh.Tajarib', '0413ShaykhMufid.Irshad', '0548IbnHasanTabarsi.IclamWara', '0282AbuHanifaDinawari.AkhbarTiwal', '0568MuwaffaqKhwarazmi.MaqtalHusayn', '0660IbnCadim.TarjamatHusayn', '0157AbuMikhnafAzdi.MaqtalHusayn', '0157AbuMikhnafAzdi.WaqcatTaff']"
502,967,22,"['0571IbnCasakir.TarikhDimashq', '0733Nuwayri.NihayatArab', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0748Dhahabi.TarikhIslam', '0630IbnAthirCizzDin.Kamil', '0279Baladhuri.AnsabAshraf', '0660IbnCadim.BughyatTalab', '0774IbnKathir.Bidaya', '0597IbnJawzi.Muntazam', '0955MuhammadKarakiHairi.TasliyatMujalis', '0654SibtIbnJawzi.MiratZaman', '0588IbnShahrAshub.ManaqibAlAbiTalib', '0310Tabari.Tarikh', '0508FattalNaysaburi.RawdatWacizin', '0421Miskawayh.Tajarib', '0413ShaykhMufid.Irshad', '0548IbnHasanTabarsi.IclamWara', '0282AbuHanifaDinawari.AkhbarTiwal', '0568MuwaffaqKhwarazmi.MaqtalHusayn', '0660IbnCadim.TarjamatHusayn', '0157AbuMikhnafAzdi.MaqtalHusayn', '0157AbuMikhnafAzdi.WaqcatTaff']"
503,969,14,"['0571IbnCasakir.TarikhDimashq', '0733Nuwayri.NihayatArab', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0748Dhahabi.TarikhIslam', '0764Safadi.WafiBiWafayat', '0748Dhahabi.SiyarAclamNubala', '0748Dhahabi.TadhhibTahdhib', '0654SibtIbnJawzi.MiratZaman', '0310Tabari.Tarikh', '0664IbnHatimCamiliShami.DurrNazim', '0499MurshidYahyaIbnShajari.Amali', '0413ShaykhMufid.Irshad', '0568MuwaffaqKhwarazmi.MaqtalHusayn', '0157AbuMikhnafAzdi.MaqtalHusayn']"
504,977,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Suluk', '0692IbnCabdZahir.RawdZahir', '0725BaybarsMansuri.MukhtarAkhbar']"
505,978,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn']"
506,979,1,['0845Maqrizi.MusawwadatMawaciz']
507,980,0,[]
508,981,0,[]
509,988,1,['0845Maqrizi.MusawwadatMawaciz']
510,989,0,[]
511,1027,1,['0821Qalqashandi.SubhAcsha']
512,1036,0,[]
513,1040,4,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0588IbnMamun.AkhbarMisr', '0845Maqrizi.ItticazHunafa']"
514,1043,0,[]
515,1059,1,['0588IbnMamun.AkhbarMisr']
516,1060,1,['0588IbnMamun.AkhbarMisr']
517,1061,1,['0588IbnMamun.AkhbarMisr']
518,1062,1,['0588IbnMamun.AkhbarMisr']
519,1063,1,['0588IbnMamun.AkhbarMisr']
520,1064,1,['0588IbnMamun.AkhbarMisr']
521,1065,1,['0588IbnMamun.AkhbarMisr']
522,1066,1,['0588IbnMamun.AkhbarMisr']
523,1089,1,['0845Maqrizi.Muqaffa']
524,1090,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
525,1091,0,[]
526,1099,0,[]
527,1100,0,[]
528,1109,15,"['0733Nuwayri.NihayatArab', '0748Dhahabi.TarikhIslam', '0764Safadi.WafiBiWafayat', '0821Qalqashandi.SubhAcsha', '0665AbuShama.Rawdatayn', '0774IbnKathir.Bidaya', '0654SibtIbnJawzi.MiratZaman', '0749IbnFadlAllahCumari.MasalikAbsar', '0749ZaynDinIbnWardi.Tarikh', '0697IbnWasil.TarikhSalihi', '0697IbnWasil.MufarrijKurub', '0732AbuFida.MukhtasarFiAkhbar', '0911Suyuti.HusnMuhadara', '0845Maqrizi.ItticazHunafa', '0837IbnHijjaHamawi.ThamaratAwraq']"
529,1110,15,"['0733Nuwayri.NihayatArab', '0748Dhahabi.TarikhIslam', '0764Safadi.WafiBiWafayat', '0821Qalqashandi.SubhAcsha', '0665AbuShama.Rawdatayn', '0774IbnKathir.Bidaya', '0654SibtIbnJawzi.MiratZaman', '0749IbnFadlAllahCumari.MasalikAbsar', '0749ZaynDinIbnWardi.Tarikh', '0697IbnWasil.TarikhSalihi', '0697IbnWasil.MufarrijKurub', '0732AbuFida.MukhtasarFiAkhbar', '0911Suyuti.HusnMuhadara', '0845Maqrizi.ItticazHunafa', '0837IbnHijjaHamawi.ThamaratAwraq']"
530,1111,1,['0749IbnFadlAllahCumari.MasalikAbsar']
531,1114,1,['0845Maqrizi.MusawwadatMawaciz']
532,1115,0,[]
533,1116,0,[]
