,ms,reuser_count,reusers
246,532,3,"['0764Safadi.WafiBiWafayat', '0749IbnFadlAllahCumari.MasalikAbsar', '0930IbnIyas.NuzhatUmam']"
247,535,3,"['0733Nuwayri.NihayatArab', '0736IbnDawadari.KanzDurar', '0600PseudoMascudi.AkhbarZaman']"
248,538,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.DurarCuqud', '0930IbnIyas.NuzhatUmam']"
249,542,3,"['0733Nuwayri.NihayatArab', '0487AbuCubaydBakri.MasalikWaMamalik', '0600PseudoMascudi.AkhbarZaman']"
250,554,2,"['0928MujirDinCulaymi.FathRahman', '0487AbuCubaydBakri.MasalikWaMamalik']"
251,555,5,"['0928MujirDinCulaymi.FathRahman', '0845Maqrizi.KhabarCanBashar', '0736IbnDawadari.KanzDurar', '0487AbuCubaydBakri.MasalikWaMamalik', '0600PseudoMascudi.AkhbarZaman']"
252,556,5,"['0733Nuwayri.NihayatArab', '0928MujirDinCulaymi.FathRahman', '0487AbuCubaydBakri.MasalikWaMamalik', '0596IbnWasifShah.MukhtasarCajaibDunya', '0600PseudoMascudi.AkhbarZaman']"
253,565,1,['0930IbnIyas.NuzhatUmam']
254,566,0,[]
255,567,0,[]
256,568,0,[]
257,571,1,['0845Maqrizi.KhabarCanBashar']
258,572,2,"['0845Maqrizi.KhabarCanBashar', '0375IkhwanSafa.Rasail']"
259,573,1,['0845Maqrizi.KhabarCanBashar']
260,574,1,['0845Maqrizi.KhabarCanBashar']
261,575,1,['0845Maqrizi.KhabarCanBashar']
262,576,1,['0845Maqrizi.KhabarCanBashar']
263,577,1,['0845Maqrizi.KhabarCanBashar']
264,578,1,['0845Maqrizi.KhabarCanBashar']
265,579,0,[]
266,580,0,[]
267,581,0,[]
268,584,2,"['0845Maqrizi.KhabarCanBashar', '0600PseudoMascudi.AkhbarZaman']"
269,589,1,['0456IbnHazm.FisalFiMilal']
270,590,4,"['0571IbnCasakir.TarikhDimashq', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0597IbnJawzi.Muntazam', '0456IbnHazm.FisalFiMilal']"
271,591,2,"['0845Maqrizi.KhabarCanBashar', '0440AbuRayhanBiruni.AtharBaqiya']"
272,592,1,['0845Maqrizi.KhabarCanBashar']
273,593,2,"['0845Maqrizi.KhabarCanBashar', '0440AbuRayhanBiruni.AtharBaqiya']"
274,594,1,['0845Maqrizi.KhabarCanBashar']
275,595,3,"['0845Maqrizi.KhabarCanBashar', '0360HamzaIsfahani.TarikhSini', '0440AbuRayhanBiruni.AtharBaqiya']"
276,596,2,"['0845Maqrizi.KhabarCanBashar', '0440AbuRayhanBiruni.AtharBaqiya']"
277,597,1,['0845Maqrizi.KhabarCanBashar']
278,601,1,['0930IbnIyas.NuzhatUmam']
279,602,1,['0930IbnIyas.NuzhatUmam']
280,603,2,"['0845Maqrizi.KhabarCanBashar', '0930IbnIyas.NuzhatUmam']"
281,604,2,"['0764Safadi.WafiBiWafayat', '0930IbnIyas.NuzhatUmam']"
282,608,2,"['0375AnonymousTranslator.TarikhCalamUrusiyus', '0930IbnIyas.NuzhatUmam']"
283,609,1,['0930IbnIyas.NuzhatUmam']
284,610,3,"['0940IbnQasimMuhyiDinAmasi.RawdAkhyar', '0538JarAllahZamakhshari.RabicAbrar', '0930IbnIyas.NuzhatUmam']"
285,615,1,['0930IbnIyas.NuzhatUmam']
286,616,1,['0930IbnIyas.NuzhatUmam']
287,617,1,['0930IbnIyas.NuzhatUmam']
288,618,1,['0930IbnIyas.NuzhatUmam']
289,619,1,['0930IbnIyas.NuzhatUmam']
290,620,2,"['0930IbnIyas.NuzhatUmam', '0367IbnHawqal.SuratArd']"
291,621,1,['0930IbnIyas.NuzhatUmam']
292,622,1,['0930IbnIyas.NuzhatUmam']
293,623,0,[]
294,624,0,[]
295,625,1,['0930IbnIyas.NuzhatUmam']
296,626,1,['0930IbnIyas.NuzhatUmam']
297,628,3,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir', '0930IbnIyas.NuzhatUmam']"
298,629,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
299,630,1,['0821Qalqashandi.SubhAcsha']
300,631,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
301,632,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
302,633,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
303,634,2,"['0821Qalqashandi.SubhAcsha', '0654SibtIbnJawzi.MiratZaman']"
304,635,4,"['0748Dhahabi.TarikhIslam', '0821Qalqashandi.SubhAcsha', '0654SibtIbnJawzi.MiratZaman', '0874IbnTaghribirdi.NujumZahira']"
305,636,1,['0821Qalqashandi.SubhAcsha']
306,642,1,['0930IbnIyas.NuzhatUmam']
307,643,3,"['0845Maqrizi.KhabarCanBashar', '0930IbnIyas.NuzhatUmam', '0440AbuRayhanBiruni.AtharBaqiya']"
308,647,29,"['0571IbnCasakir.TarikhDimashq', '0911Suyuti.JamicKabir', '0256Bukhari.Sahih', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0748Dhahabi.TarikhIslam', '0474IbnKhalafBaji.TacdilWaTajrih', '0852IbnHajarCasqalani.FathBari', '0842IbnNasirDinDimashqi.JamicAthar', '0256Bukhari.TarikhSaghir', '0748Dhahabi.SiyarAclamNubala', '0597IbnJawzi.Muntazam', '0911Suyuti.TarikhKhulafa', '0405HakimNaysaburi.Mustadrak', '0240IbnKhayyatCusfuri.Tarikh', '0845Maqrizi.KhabarCanBashar', '0310Tabari.Tarikh', '0360Tabarani.MucjamKabir', '0517AbuNucaymHaddadIsbahani.JamicSahihayn', '0831ShamsDinBirmawi.Lamic', '0911Suyuti.Tawshih', '0645TilimsaniBurri.Jawhara', '0774IbnKathir.MusnadCumarIbnKhattab', '0470IbnMandaCabdRahman.Mustakhraj', '0256Bukhari.TarikhKabir', '0664IbnTawus.IqbalAcmal', '0909IbnMabrid.MahdSawab', '0902Sakhawi.IclanBiTawbikh', '0930IbnIyas.NuzhatUmam', '0911Suyuti.Shamarikh']"
309,648,37,"['0571IbnCasakir.TarikhDimashq', '0911Suyuti.JamicKabir', '0256Bukhari.Sahih', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0748Dhahabi.TarikhIslam', '0474IbnKhalafBaji.TacdilWaTajrih', '0821Qalqashandi.SubhAcsha', '0852IbnHajarCasqalani.FathBari', '0842IbnNasirDinDimashqi.JamicAthar', '0256Bukhari.TarikhSaghir', '0748Dhahabi.SiyarAclamNubala', '0597IbnJawzi.Muntazam', '0928MujirDinCulaymi.TarikhMuctabar', '0911Suyuti.TarikhKhulafa', '0405HakimNaysaburi.Mustadrak', '0240IbnKhayyatCusfuri.Tarikh', '0845Maqrizi.KhabarCanBashar', '0310Tabari.Tarikh', '0360Tabarani.MucjamKabir', '0749ZaynDinIbnWardi.Tarikh', '0517AbuNucaymHaddadIsbahani.JamicSahihayn', '0831ShamsDinBirmawi.Lamic', '0911Suyuti.Tawshih', '0942IbnYusufShami.SubulHuda', '0645TilimsaniBurri.Jawhara', '0774IbnKathir.MusnadCumarIbnKhattab', '0470IbnMandaCabdRahman.Mustakhraj', '0732AbuFida.MukhtasarFiAkhbar', '0256Bukhari.TarikhKabir', '0262CumarIbnShabba.TarikhMadina', '0664IbnTawus.IqbalAcmal', '0909IbnMabrid.MahdSawab', '0927Culaymi.UnsJalil', '0902Sakhawi.IclanBiTawbikh', '0360HamzaIsfahani.TarikhSini', '0930IbnIyas.NuzhatUmam', '0911Suyuti.Shamarikh']"
310,649,3,"['0845Maqrizi.KhabarCanBashar', '0360HamzaIsfahani.TarikhSini', '0930IbnIyas.NuzhatUmam']"
311,650,1,['0930IbnIyas.NuzhatUmam']
312,651,0,[]
313,652,0,[]
314,679,0,[]
315,680,1,['0821Qalqashandi.SubhAcsha']
316,696,1,['0874IbnTaghribirdi.NujumZahira']
317,697,1,['0588IbnMamun.AkhbarMisr']
318,698,0,[]
319,699,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
320,700,4,"['0571IbnCasakir.TarikhDimashq', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
321,701,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
322,702,4,"['0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
323,703,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
324,704,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
325,705,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
326,706,1,['0350MuhammadKindi.WulatMisr']
327,707,3,"['0660IbnCadim.BughyatTalab', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
328,708,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
329,709,3,"['0808IbnKhaldun.Tarikh', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
330,710,1,['0874IbnTaghribirdi.NujumZahira']
331,711,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
332,712,4,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr', '0845Maqrizi.Bayan']"
333,713,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
334,714,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
335,715,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
336,716,1,['0874IbnTaghribirdi.NujumZahira']
337,717,5,"['0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0597IbnJawzi.Muntazam', '0808IbnKhaldun.Tarikh', '0874IbnTaghribirdi.NujumZahira', '0350Balawi.SiratAhmadIbnTulun']"
338,718,3,"['0845Maqrizi.Muqaffa', '0646IbnQifti.IkhbarCulama', '0350Balawi.SiratAhmadIbnTulun']"
339,719,2,"['0845Maqrizi.Muqaffa', '0350Balawi.SiratAhmadIbnTulun']"
340,720,2,"['0845Maqrizi.Muqaffa', '0350MuhammadKindi.WulatMisr']"
341,721,2,"['0874IbnTaghribirdi.NujumZahira', '0350Balawi.SiratAhmadIbnTulun']"
342,722,1,['0350Balawi.SiratAhmadIbnTulun']
343,723,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350Balawi.SiratAhmadIbnTulun']"
344,724,1,['0874IbnTaghribirdi.NujumZahira']
345,725,1,['0874IbnTaghribirdi.NujumZahira']
346,726,1,['0874IbnTaghribirdi.NujumZahira']
347,727,1,['0874IbnTaghribirdi.NujumZahira']
348,731,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
349,732,7,"['0571IbnCasakir.TarikhDimashq', '0845Maqrizi.Muqaffa', '0654SibtIbnJawzi.MiratZaman', '0874IbnTaghribirdi.NujumZahira', '0626YaqutHamawi.MucjamBuldan', '0350Balawi.SiratAhmadIbnTulun', '0350MuhammadKindi.WulatMisr']"
350,733,2,"['0845Maqrizi.Muqaffa', '0350MuhammadKindi.WulatMisr']"
351,734,4,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350Balawi.SiratAhmadIbnTulun', '0350MuhammadKindi.WulatMisr']"
352,735,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
353,736,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
354,737,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
355,738,3,"['0874IbnTaghribirdi.NujumZahira', '0292Yacqubi.Buldan', '0350MuhammadKindi.WulatMisr']"
356,739,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
357,741,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
358,742,0,[]
359,743,2,"['0874IbnTaghribirdi.NujumZahira', '0292Yacqubi.Buldan']"
360,744,0,[]
361,745,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
362,746,1,['0350MuhammadKindi.WulatMisr']
363,747,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
364,748,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
365,749,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
366,750,1,['0874IbnTaghribirdi.NujumZahira']
367,752,2,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira']"
368,754,0,[]
369,756,0,[]
370,757,1,['0347IbnYunusSadafi.Tarikh']
371,758,1,['0347IbnYunusSadafi.Tarikh']
372,759,1,['0347IbnYunusSadafi.Tarikh']
373,760,0,[]
374,762,2,"['0444AbuCamrDani.SunanWarida', '0685IbnYahyaSulami.CiqdDurar']"
375,763,5,"['0664IbnTawus.MalahimWaFitan', '0538JarAllahZamakhshari.RabicAbrar', '0664IbnTawus.Tashrif', '0470MuayyadFiDinShirazi.Sira', '0128IbnAbiHabibMisri.AhadithYazid']"
376,764,3,"['0677IbnMuyassar.AkhbarMisr', '0874IbnTaghribirdi.NujumZahira', '0845Maqrizi.ItticazHunafa']"
377,765,2,"['0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.ItticazHunafa']"
378,766,0,[]
379,767,0,[]
380,768,3,"['0733Nuwayri.NihayatArab', '0626YaqutHamawi.MucjamBuldan', '0845Maqrizi.ItticazHunafa']"
381,769,1,['0845Maqrizi.ItticazHunafa']
382,770,0,[]
383,771,0,[]
384,772,0,[]
385,774,0,[]
386,778,0,[]
387,779,1,['0845Maqrizi.Muqaffa']
388,780,1,['0845Maqrizi.MusawwadatMawaciz']
389,781,1,['0845Maqrizi.MusawwadatMawaciz']
390,782,0,[]
391,783,1,['0626YaqutHamawi.MucjamBuldan']
392,784,0,[]
393,786,0,[]
394,787,0,[]
395,788,0,[]
396,790,0,[]
397,791,0,[]
398,792,1,['0255Jahiz.Hayawan']
399,793,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
400,794,3,"['0845Maqrizi.Muqaffa', '0808IbnKhaldun.Tarikh', '0845Maqrizi.ItticazHunafa']"
401,795,1,['0845Maqrizi.ItticazHunafa']
402,796,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
403,797,1,['0845Maqrizi.ItticazHunafa']
404,798,5,"['0630IbnAthirCizzDin.Kamil', '0808IbnKhaldun.Tarikh', '0749ZaynDinIbnWardi.Tarikh', '0732AbuFida.MukhtasarFiAkhbar', '0845Maqrizi.ItticazHunafa']"
405,799,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
406,800,1,['0845Maqrizi.ItticazHunafa']
407,801,1,['0845Maqrizi.ItticazHunafa']
408,802,1,['0845Maqrizi.ItticazHunafa']
409,803,1,['0845Maqrizi.ItticazHunafa']
410,804,1,['0845Maqrizi.ItticazHunafa']
411,805,1,['0845Maqrizi.ItticazHunafa']
412,806,4,"['0749IbnFadlAllahCumari.MasalikAbsar', '0874IbnTaghribirdi.NujumZahira', '0821Qalqashandi.Maathir', '0717CabbasSafadi.NuzhatMalikWaMamluk']"
413,807,1,['0845Maqrizi.ItticazHunafa']
414,808,0,[]
415,809,1,['0845Maqrizi.ItticazHunafa']
416,810,1,['0470MuayyadFiDinShirazi.Sira']
417,811,2,"['0845Maqrizi.ItticazHunafa', '0845Maqrizi.IghathaUmma']"
418,812,1,['0845Maqrizi.ItticazHunafa']
419,813,1,['0845Maqrizi.ItticazHunafa']
420,814,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
421,815,0,[]
422,816,0,[]
423,817,1,['0845Maqrizi.ItticazHunafa']
424,818,0,[]
425,819,0,[]
426,821,1,['0845Maqrizi.MusawwadatMawaciz']
427,822,1,['0845Maqrizi.MusawwadatMawaciz']
428,823,6,"['0821Qalqashandi.SubhAcsha', '0845Maqrizi.MusawwadatMawaciz', '0874IbnTaghribirdi.NujumZahira', '0736IbnDawadari.KanzDurar', '0845Maqrizi.ItticazHunafa', '0692IbnCabdZahir.RawdaBahiyya']"
429,824,1,['0845Maqrizi.MusawwadatMawaciz']
430,825,1,['0845Maqrizi.MusawwadatMawaciz']
431,826,2,"['0845Maqrizi.MusawwadatMawaciz', '0889IbnAhmadSakhawi.TuhfatAhbab']"
432,827,1,['0845Maqrizi.MusawwadatMawaciz']
433,828,1,['0845Maqrizi.MusawwadatMawaciz']
434,829,1,['0889IbnAhmadSakhawi.TuhfatAhbab']
435,830,1,['0845Maqrizi.MusawwadatMawaciz']
436,831,1,['0845Maqrizi.MusawwadatMawaciz']
437,832,1,['0845Maqrizi.MusawwadatMawaciz']
438,834,1,['0845Maqrizi.MusawwadatMawaciz']
439,835,1,['0845Maqrizi.MusawwadatMawaciz']
440,836,1,['0845Maqrizi.MusawwadatMawaciz']
441,837,1,['0845Maqrizi.MusawwadatMawaciz']
442,838,0,[]
443,839,0,[]
444,840,0,[]
445,841,0,[]
446,842,3,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0626YaqutHamawi.MucjamUdaba']"
447,843,0,[]
448,844,0,[]
449,845,0,[]
450,846,1,['0845Maqrizi.MusawwadatMawaciz']
451,847,1,['0845Maqrizi.MusawwadatMawaciz']
452,848,1,['0845Maqrizi.MusawwadatMawaciz']
453,849,1,['0845Maqrizi.MusawwadatMawaciz']
454,850,0,[]
455,851,1,['0845Maqrizi.MusawwadatMawaciz']
456,852,0,[]
457,853,0,[]
458,854,1,['0845Maqrizi.MusawwadatMawaciz']
459,855,2,"['0845Maqrizi.MusawwadatMawaciz', '0845Maqrizi.ItticazHunafa']"
460,856,6,"['0821Qalqashandi.SubhAcsha', '0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar', '0845Maqrizi.ItticazHunafa', '0692IbnCabdZahir.RawdaBahiyya']"
461,857,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0362IbnHaniAndalusi.Diwan']"
462,858,0,[]
463,859,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']"
464,860,5,"['0845Maqrizi.MusawwadatMawaciz', '0414AbuHayyanTawhidi.Basair', '0845Maqrizi.ItticazHunafa', '0421AbuSacdAbi.NathrDurr', '0542IbnMunjibTajRiyasaIbnSayrafi.Ishara']"
465,862,2,"['0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.MusawwadatMawaciz']"
466,864,1,['0845Maqrizi.Muqaffa']
467,865,1,['0845Maqrizi.Muqaffa']
468,866,0,[]
469,867,1,['0845Maqrizi.MusawwadatMawaciz']
470,868,1,['0845Maqrizi.MusawwadatMawaciz']
471,869,1,['0845Maqrizi.MusawwadatMawaciz']
472,870,2,"['0845Maqrizi.MusawwadatMawaciz', '0692IbnCabdZahir.RawdaBahiyya']"
473,871,1,['0845Maqrizi.MusawwadatMawaciz']
474,872,4,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn', '0845Maqrizi.ItticazHunafa']"
475,874,3,"['0821Qalqashandi.SubhAcsha', '0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn']"
476,875,3,"['0821Qalqashandi.SubhAcsha', '0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn']"
477,879,0,[]
478,886,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
479,887,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
480,888,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
481,889,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
482,890,1,['0845Maqrizi.MusawwadatMawaciz']
483,891,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
484,892,0,[]
485,893,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
486,894,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
487,895,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
488,896,1,['0845Maqrizi.MusawwadatMawaciz']
489,897,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0429IbnTahirBaghdadi.FarqBaynaFiraq', '0505Ghazali.Fadaih']"
490,898,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0505Ghazali.Fadaih']"
491,916,1,['0845Maqrizi.MusawwadatMawaciz']
492,917,0,[]
493,918,3,"['0764Safadi.WafiBiWafayat', '0845Maqrizi.ItticazHunafa', '0889IbnAhmadSakhawi.TuhfatAhbab']"
494,935,1,['0845Maqrizi.ItticazHunafa']
495,936,3,"['0815Ghuzuli.MatalicBudur', '0845Maqrizi.ItticazHunafa', '0460Anonymous.DhakhairTuhaf']"
496,937,2,"['0845Maqrizi.ItticazHunafa', '0460Anonymous.DhakhairTuhaf']"
497,938,2,"['0845Maqrizi.ItticazHunafa', '0460Anonymous.DhakhairTuhaf']"
498,940,1,['0845Maqrizi.ItticazHunafa']
499,944,0,[]
500,945,1,['0845Maqrizi.ItticazHunafa']
501,953,2,"['0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.ItticazHunafa']"
502,956,1,['0845Maqrizi.MusawwadatMawaciz']
503,965,30,"['0733Nuwayri.NihayatArab', '0947BamakhramaHimyari.QiladatNahr', '0768Yafici.MiratJinan', '0656AbuCabbasAnsariQurtubi.Mufhim', '0630IbnAthirCizzDin.Kamil', '0660IbnCadim.BughyatTalab', '0463IbnCabdBarr.IsticabFiMacrifatAshab', '0774IbnKathir.Bidaya', '0597IbnJawzi.Muntazam', '0955MuhammadKarakiHairi.TasliyatMujalis', '0654SibtIbnJawzi.MiratZaman', '0314IbnActhamKufi.Futuh', '0588IbnShahrAshub.ManaqibAlAbiTalib', '0966HusaynDiyarbakri.TarikhKhamis', '0310Tabari.Tarikh', '0871IbnAhmadShamsDinBacuni.JawahirMatalib', '0855IbnSabbaghMakki.FusulMuhimma', '0671AbuCabdAllahQurtubi.TadhkiraFiAhwalMawta', '0508FattalNaysaburi.RawdatWacizin', '0664IbnHatimCamiliShami.DurrNazim', '0421Miskawayh.Tajarib', '0413ShaykhMufid.Irshad', '0548IbnHasanTabarsi.IclamWara', '0905IbnCabdRahmanIjiShafici.FadailThaqalayn', '0282AbuHanifaDinawari.AkhbarTiwal', '0320IbnMuhammadBayhaqi.Mahasin', '0568MuwaffaqKhwarazmi.MaqtalHusayn', '0660IbnCadim.TarjamatHusayn', '0157AbuMikhnafAzdi.MaqtalHusayn', '0157AbuMikhnafAzdi.WaqcatTaff']"
504,966,21,"['0733Nuwayri.NihayatArab', '0630IbnAthirCizzDin.Kamil', '0279Baladhuri.AnsabAshraf', '0660IbnCadim.BughyatTalab', '0774IbnKathir.Bidaya', '0597IbnJawzi.Muntazam', '0955MuhammadKarakiHairi.TasliyatMujalis', '0654SibtIbnJawzi.MiratZaman', '0314IbnActhamKufi.Futuh', '0588IbnShahrAshub.ManaqibAlAbiTalib', '0310Tabari.Tarikh', '0718AbuIshaqWatwat.GhurarKhasais', '0508FattalNaysaburi.RawdatWacizin', '0421Miskawayh.Tajarib', '0413ShaykhMufid.Irshad', '0548IbnHasanTabarsi.IclamWara', '0282AbuHanifaDinawari.AkhbarTiwal', '0568MuwaffaqKhwarazmi.MaqtalHusayn', '0660IbnCadim.TarjamatHusayn', '0157AbuMikhnafAzdi.MaqtalHusayn', '0157AbuMikhnafAzdi.WaqcatTaff']"
505,969,14,"['0571IbnCasakir.TarikhDimashq', '0733Nuwayri.NihayatArab', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0748Dhahabi.TarikhIslam', '0764Safadi.WafiBiWafayat', '0748Dhahabi.SiyarAclamNubala', '0748Dhahabi.TadhhibTahdhib', '0654SibtIbnJawzi.MiratZaman', '0310Tabari.Tarikh', '0664IbnHatimCamiliShami.DurrNazim', '0499MurshidYahyaIbnShajari.Amali', '0413ShaykhMufid.Irshad', '0568MuwaffaqKhwarazmi.MaqtalHusayn', '0157AbuMikhnafAzdi.MaqtalHusayn']"
506,977,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Suluk', '0692IbnCabdZahir.RawdZahir', '0725BaybarsMansuri.MukhtarAkhbar']"
507,979,1,['0845Maqrizi.MusawwadatMawaciz']
508,980,0,[]
509,981,0,[]
510,988,1,['0845Maqrizi.MusawwadatMawaciz']
511,989,0,[]
512,1027,1,['0821Qalqashandi.SubhAcsha']
513,1036,0,[]
514,1040,4,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0588IbnMamun.AkhbarMisr', '0845Maqrizi.ItticazHunafa']"
515,1043,0,[]
516,1059,1,['0588IbnMamun.AkhbarMisr']
517,1060,1,['0588IbnMamun.AkhbarMisr']
518,1061,1,['0588IbnMamun.AkhbarMisr']
519,1062,1,['0588IbnMamun.AkhbarMisr']
520,1063,1,['0588IbnMamun.AkhbarMisr']
521,1064,1,['0588IbnMamun.AkhbarMisr']
522,1065,1,['0588IbnMamun.AkhbarMisr']
523,1066,1,['0588IbnMamun.AkhbarMisr']
524,1067,1,['0588IbnMamun.AkhbarMisr']
525,1089,1,['0845Maqrizi.Muqaffa']
526,1090,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
527,1091,0,[]
528,1099,0,[]
529,1100,0,[]
530,1111,1,['0749IbnFadlAllahCumari.MasalikAbsar']
531,1115,0,[]
532,1116,0,[]
533,1117,1,['0845Maqrizi.ItticazHunafa']
534,1124,0,[]
535,1125,0,[]
536,1127,1,['0845Maqrizi.MusawwadatMawaciz']
537,1130,0,[]
538,1131,5,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Muqaffa', '0736IbnDawadari.KanzDurar', '0845Maqrizi.ItticazHunafa', '0555IbnQalanisi.TarikhDimashq']"
539,1132,1,['0845Maqrizi.ItticazHunafa']
540,1133,2,"['0874IbnTaghribirdi.NujumZahira', '0845Maqrizi.ItticazHunafa']"
541,1134,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
542,1135,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
543,1136,0,[]
544,1137,0,[]
545,1139,0,[]
546,1140,1,['0845Maqrizi.ItticazHunafa']
