,section,book,start,end,first_ms,book2,ms2,section2,rid
3594,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14451,14465,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3595,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14466,14472,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3596,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14477,14480,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3597,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14480,14483,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3598,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14486,14487,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3599,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14487,14495,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3600,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14514,14518,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3601,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14518,14578,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3602,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14578,14580,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3603,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14584,14585,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3604,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14585,14595,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3605,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14597,14598,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3606,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14598,14650,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3607,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14650,14658,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3608,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14658,14659,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3609,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14670,14701,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3610,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14701,14703,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3611,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14708,14725,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3612,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14726,14729,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3613,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14739,14741,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3614,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14741,14752,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3615,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14752,14753,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3616,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14761,14768,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3617,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,14768,14775,1361,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3618,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,15962,16008,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3619,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16011,16093,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3620,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16093,16094,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3621,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16095,16121,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3622,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16121,16122,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3623,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16124,16128,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3624,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16128,16137,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3625,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16137,16155,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3626,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16155,16158,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3627,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16158,16163,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3628,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16163,16192,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3629,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16192,16193,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3630,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16195,16290,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3631,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16291,16294,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3632,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16294,16351,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3633,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16351,16353,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3634,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16353,16356,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3635,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16356,16383,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3636,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16384,16416,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3637,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16417,16418,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3638,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16418,16569,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3639,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16569,16570,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3640,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16570,16613,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3641,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16613,16617,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3642,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16618,16621,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3643,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16623,16635,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3644,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16636,16667,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3645,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16670,16671,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3646,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16671,16714,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3647,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16715,16807,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3648,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16811,16814,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3649,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16836,16839,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3650,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16846,16850,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3651,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16854,16857,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3652,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16859,16862,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3653,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16883,16886,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3654,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16889,16895,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3655,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16923,16926,1361,0660IbnCadim.BughyatTalab,1960,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3656,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,15962,15977,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3657,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,15978,15985,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3658,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,15989,16202,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3659,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16203,16240,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3660,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16244,16379,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3661,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16380,16396,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3662,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16397,16400,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3663,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16401,16461,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3664,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16461,16467,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3665,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16467,16477,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3666,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,16477,16544,1361,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3667,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19131,19135,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3668,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19135,19136,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3669,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19146,19149,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3670,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19151,19154,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3671,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19158,19162,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3672,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19162,19163,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3673,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19164,19165,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3674,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19165,19167,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3675,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19167,19169,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3676,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19185,19186,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3677,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19186,19189,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3678,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19191,19194,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3679,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19194,19195,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3680,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19195,19197,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3681,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19197,19201,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3682,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19201,19251,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3683,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19252,19284,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3684,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19291,19316,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3685,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19317,19377,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3686,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19378,19383,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3687,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19384,19395,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3688,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19396,19400,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3689,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19401,19413,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3690,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19413,19419,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3691,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19428,19434,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3692,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19437,19446,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3693,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19446,19453,1361,0660IbnCadim.BughyatTalab,1975,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3694,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19123,19127,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3695,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19139,19142,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3696,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19142,19145,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3697,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19145,19154,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3698,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19154,19204,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3699,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19204,19249,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3700,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19249,19330,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3701,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19330,19332,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3702,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19332,19334,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3703,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19334,19398,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3704,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19399,19403,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3705,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19407,19417,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3706,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19418,19505,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3707,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19506,19643,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3708,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19644,19653,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3709,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19654,19678,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3710,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19678,19679,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3711,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19679,19680,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3712,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19680,19683,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3713,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19683,19686,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3714,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19708,19714,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3715,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19714,19722,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3716,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19722,19725,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3717,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19737,19740,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3718,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19744,19750,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3719,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19750,19751,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3720,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19751,19754,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3721,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19755,19760,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3722,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19762,19765,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3723,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19766,19769,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3724,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19777,19780,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3725,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,19782,19786,1361,0660IbnCadim.BughyatTalab,1974,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
