begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	ch_match	align_len	matches_percentage	w_match	series_b1	series_b2
333	57	951	877	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0024	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms2102	317	المحرم -سنة عشرين -وستما-ءة ا-براهي----م الحسيني --ا-لغرا-في ا-براهيم ب--ن --ا--حمد -بن عب-د ال--محسن- ا---بن ---ابي- -ا-لع-----با---س احمد -بن ----مح-مد بن عل-ي بن الح-سن --بن -عل---ي بن جعفر بن ابراهي------م بن -ا-سماعيل ----بن جعفر بن مح----م--د ----بن --ابراهي-م بن عبيد ال--له بن موسي بن جعفر الصادق بن محمد الباقر بن علي زين العابدين بن الحسين بن علي بن ابي طالب ---عليهم ا--لسلام الشر-يف عز ال--د----ي--ن ----اب---و-- ---اسحا-ق ابن -ابي ال----عب----اس ال----حسين---ي الغرافي بغين معجمة -مفتو-حة وراء -مهملة مشددة ثم الف- ب----عد---ها-- فا--ء --نسبة ال---ي --غر--اف- --بل-دة بواسط ---ا-لاسكندري الشافعي الناسخ و-لد- -بالاسكندرية ل-ست-- بقين م--ن شهر ----ر-بيع -ال-اخر- -ل---سنة -----ثم-ان وثلا-ثين وستماءة سمع -من ابيه -ومن الزين خال--د و---البادر-اءي- ومن حليمة --بنت ابي الحسن --علي -بن- ---ب-- --محمد اب-ن جمال- ا--لاسل	الانام ناصر الدين خليل امير المءمنين زاد الله في علاءه وامتع المءمنين بطول بقاءه في شهر ربيع الاخر سنة اثنتين وثمانين واربعماءة والقبة التي علي الضريح جددها الخليفة الحافظ لدين الله في سنة اثنتين وثلاثين وخمسماءة وامر بعمل الرخام الذي بالمحراب مشهد السيدة كلثوم هي كلثوم بنت القاسم بن محمد بن جعفر الصادق بن محمد الباقر بن علي زين العابدين بن الحسين بن علي بن ابي طالب موضعه بمقابر قريش بمصر بجوار الخندق وهي ام جعفر بن موسي بن اسماعيل بن موسي الكاظم بن جعفر الصادق كانت من ال-زاهدات العابدات سنا وثنا يقال انهم-ا من اولاد جعفر بن محمد الصادق كانتا تتلوان القران الكريم في كل ليلة فماتت احداهما فصارت ال-اخري --تتلو وتهدي ثواب قراءتها لاختها حتي- ماتت ذكر مقابر مصر والقاهرة المشهورة القبر مدفن -الانسان و-جمعه قبور والمقبرة موضع القبر قال سيبويه المقبرة ليس علي الفعل ولكنه اسم وقبره يقبره دفنه واقبره جعل له قبرا واعلم ان لاهل	24	2102	8638012251454673291	-646992320619901490	215	828	38.2850227355957	18	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
446	416	1233	1250	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1962	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1954	381	عبد الله بن علي بن الحسين بن عبد الخالق ابن الحسين بن الحسن بن منصور بن ابراهيم بن عمار بن منصور بن علي الوزير الصاحب صفي الدين ابو محمد ابن القاضي ابي الحسن الشيبي الدميري المالكي المعروف بابن شكر وابن شكر انما هو زوج امه القاضي الاعز ابو الفوارس مقدام بن احمد بن شكر نسب اليه من اجل انه رباه صغيرا فعرف به مولده بناحية دميرة احد ي قري مصر في تاسع صفر سنة ثمان واربعين وخمسماءة تحصيله العلم و-ت-فقه -عل---ي الفقيه --ابي بكر -عتي---ق--- -------ا----لبج--اءي --وب-ه تخرج وتفقه بال-اسك-ندر-ية -علي -ا----ل-----ا-ما----م- -شمس --الاسل-ام ابي -القاسم- ---مخل-وف بن عل--ي- -بن --جادة وسم-ع-- منه ومن الامام -ابي الط---اهر اسماعيل بن -مكي ---بن -عوف -ال-زهري و-ابي الطيب عبد ---المنعم -ب-ن -ي---حيي ---بن -الخلوق- -ا---لحم---يري وا---بي --ا-لحسين محمد ب--ن احمد ابن -ا--بي- نوح ال--نحوي -وسمع -ان-شادا-- -م-ن ا---لحا--فظ السل-في -وا-جا--------ز له ا--ب---و الحس-------ين احم-------د- -بن حمزة بن -علي -ا----لسلمي -وابو-- عبد------ ال--له -م---حمد بن عل----ي بن صدقة -ال-حراني وا---بو	عبد الله بن علي بن الحسين بن عبد الخالق -بن الحسين بن الحسن بن منصور بن ابراهيم بن عمار بن منصور بن علي صفي الدين ابو محمد الشنيبي ----------------------------------الدميري المالكي المعروف بابن شكر ولد بناحية دميرة احدي قري مصر البحرية ---------------------------------------------------------------------------------------------------------في تاسع صفر سنة ثمان واربعين وخمسماءة ومات ابوه فتزوجت امه بالقاضي الوزير الاعز فخر الدين مقدام ابن القاضي الاجل ابي العباس احمد بن شكر المالكي فرباه ونوه باسمه لانه كان ابن عمه فعرف به وقيل له ابن شكر وسمع صفي الدين من الفقيه ابي الظاهر اسماعيل بن- مكي بن عوف وابي الطيب عبد المنع-م بن يحيي وغيره وحدث بالقاهرة ودمشق وتفقه علي مذهب مالك وبرع فيه وصنف كتابا في الفقه كان كل من حفظه نال منه خطا وافرا وقصد بذلك ان يتشبه بالوزير عون الدين بن هبيرة كانت بداية امره انه لما سلم السلطان صلاح الدين يوسف بن ايوب امر الاسطول لاخيه الملك العادل ابي -بكر بن ايوب وافرد له من الابواب الديوانية الزكاة بمصر والجبس الجيوشي بالبرين والنطرون- والخراج	1962	1954	6648813656455800982	-5353616252492906516	270	978	38.957054138183594	36	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1092	1211	1440	1517	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1458	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1879	155	مد -بن -ب--ج-ير -------فقدم الي مصر علي بن محمد بن عبد الله بن --حسن بن --حس-ن بن علي بن ابي طالب داعية لابيه وعمه فذكر ذلك صاحب السكة لحميد وقال ابعث اليه فخذه فقال هذا كذب ودس اليه ان يغيب فتغيب ثم بعث اليه من الغد فلم يجده فقال لصاحب السكة الم اعلمك انه كذب فكتب صاحب السكة بذلك الي المنصور فعزل حميدا وسخط عليه ف-خرج من مصر يوم ا----لا-ثنين لثما------ن بقين من --ذي -الق-عدة سن	من قبل ابي جعفر المنصور قدم الي مصر علي بن محمد بن عبد الله بن الحسن بن الحسين بن علي بن ابي طالب داعية لابيه وعمه فذكر ذلك لحميد فقال هذا كذب ودس اليه ان تغيب ثم بعث اليه من الغد فلم يجده فكتب بذلك الي ابي جعفر --------------------------------------------------------------------------المنصور فعزل حميدا وسخط عليه في ذي القعدة سنة اربع واربعين -وماءة وولي يزيد بن حاتم بن قبيصة بن	1458	1879	5206652596148775927	-2450469801269633327	113	381	40.68241500854492	25	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1	59	1504	1204	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1966	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1957	891	ويجعلها حجة عند انتقامه وكان قد استولي علي الملك العادل ظاهرا وباطنا وحجب عنه كل احد ولم يمكن احدا من الدنو منه ولا الوصول اليه حتي الطبيب والحاجب والفراش كان له عليهم اعي-ن --فلا يتكلم احد منهم ---بكلمة خوفا منه وكان اكبر اغراضه ابادة ارباب البيوت ومحو اثارهم وهدم ديارهم وتقريب شرار ال س فهاء وسقاط الناس اعماله المعمارية وكان لا ياخذ من مال السلطان فلسا ولا الف دينار ويبالغ في اظهار الامانة فاذا لاح له مال عظيم احتجنه وكان مبلغ اقطاعه في السنة ماءة الف دينار وعشرين الف دينار وهو الذي بلط الجامع الاموي بدمشق في سنة احدي عشرة وستماءة من مال السلطان الملك العادل وكان الجامع كله حفرا وجورا فاعجب الناس بذلك واحاط علي مصلي دمشق سورا وعمل الفوارة وعمر جامع المزة وفي اخر عمره عمي فاظهر جلدا عظيما وعدم استكانة بحيث لم يتبين عليه العمي واذا حضر اليه الامراء والاكابر وجلسوا علي خوانه -قال قدموا اللون الفلاني للامير فلان واللون الفلاني للصدر فلان ولون كذا للقاضي فلان ويبني اموره في معرفة مكان المشار اليه برموز ومقدمات يكابر فيها دواءر الزمان فيمشي هذا منه علي الناس ولا يفطن بعماه وكان يتشبه في ترسله بالقاضي الفاضل وفي محاضراته بالوزير عون الدين ابن هبيرة حتي اشتهر عنه ذلك ولم يكن فيه اهلية هذا لكنه كان من دهاة بني ادم وكان اذا لحظ انسانا لا يقنع له الا بكثرة الغني ونهاية الرفعة ويري مع ذلك انه مقصر واذا غضب لا يتاخر عن قطع دابر من غضب عليه وكان كثيرا ما ينشد البسيط اذا وترت امرا فاحذر عداوته من يزرع الشوك لا يحصد به عنبا وينشد كثيرا الطويل تود عدوي ثم تزعم انني صديقك ان الراي منك لعازب واخذه مرة مرض من حمي قوية وحدث به النافض وهو في مجلس ا السلطان ينفذ الاشغال فلم يتاثر ولا القي جنبه الي الارض وت-	ويجعلها حجة عند انتقامه وكان قد استولي علي الملك العادل ظاهرا وباطنا ولا يمكن احدا من ------------------------------الوصول اليه حتي الطبيب والحاجب والفراش---- ---عليهم -عيون له لا يتكلم احد منهم فضل كلمة خوفا منه وكان اكبر اغراضه ابادة ارباب البيوت ومحو اثارهم وهدم ديارهم وتقريب الاسقاط وشرار الفقهاء ----------------------وكان لا ياخذ من مال السلطان فلسا ولا الف دينار ويظهر امانة مفرطة فاذا لاح له مال عظيم احتجنه وبلغ -----------اقطاعه في السنة ماءة الف دينار وعشرين الف دينار وكان قد عمي فاخذ يظهر جلدا عظيما وعدم استكانة ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------واذا حضر اليه الامراء والاكابر وجلسوا علي خوانه يقول قدموا اللون الفلاني للامير فلان والصدر فلان والقاضي فلان وهو يبني -------------------اموره في معرفة مكان المشار اليه برموز ومقدمات يكابر فيها دواءر الزمان ---------------------------------------وكان يتشبه في ترسله بالقاضي الفاضل وفي محاضراته بالوزير عون الدين -بن هبيرة حتي اشتهر عنه ذلك ولم يكن فيه اهلية هذا لكنه كان من دهاة الرجا-ل وكان اذا لحظ --شخصا لا يقنع له الا بكثرة الغني ونهاية الرفعة واذا غضب علي احد لا يقنع في شانه الا بمحو اثره من الوجود وكان كثيرا ما ينشد اذا حقرت -------------امرا فاحذر عداوته من يزرع الشوك لم يحصد به عنبا وينشد كثيرا -------تود عدوي ثم تزعم انني صديقك ان الراي عنك لعازب واخذه مرة مرض من حمي قوية وحدث به النافض وهو في مجلس-- السلطان ينفذ الاشغال ف-ما تاثر ولا القي جنبه الي الارض حتي	1966	1957	8124185034416075482	1515482809746484920	717	1511	58.96757125854492	155	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1063	1	1371	428	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1055	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1417	203	ايضا- -من --مصر في الثامن -عشر من -شهر --ر------بي---ع الاخر سنة -تسع -وثلاثماءة --جنكلي بن البابا ا----- جنكلي بن محمد بن البابا بن جنكلي بن خليل بن عبد الله -العجل-ي- الامير بدر الدي-ن- و--ير-جع نسبه الي ابر--اهيم- بن --ا-----د---هم-- -كان مقامه ---ب-القرب --------م-------------ن- ا--------م------د -فخط-به الملك الاشرف خليل بن قلاوون ورغبه في القدوم الي ---مصر فلم -ي--وافق علي -----ا--لق------د-و---م حتي- ----يري منشور- الا	الناس فيه الدور في الدولة التركية وصار يعرف الغتمي وهو الان يعرف بدرب ابن البابا وهو الامير الجليل الكبير جنكلي بن محمد بن البابا بن جنكلي بن خليل بن عبد الله بدر الدين العجلي راس الميمنة وكبير الامراء ال-ناصرية محمد بن قلاون بعد الامير جمال الدين ناءب الكرك قدم الي مصر في اواءل سنة اربع وسبعماءة بعد ما طلبه الملك الاشرف خليل بن قلاوون ورغبه في الحضور الي الديار المصرية وكتب -له منشورا باقطاع جيد وجهزه اليه فلم يتفق حضوره الا	1055	1417	1262520668908501758	-3562604389045118388	148	429	47.3193473815918	23	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
840	329	1436	1097	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1486	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0686	396	-ع--زل عمرو بن العاص ---عنها جعل عل------ي --شرط-ه -هشام -بن --كنانة --ف-لما -عا-----د عمرو --الي -م---صر في اي-----ام م---عا-وية جعل--- خار-----جة عل---ي -شر-------طه و--استخلف---ه عل-ي-- -م-----صر ----ل-ما -خرج من---ها- -ل------لحكومة --وق-------يل بل استخلف ابنه عبد الله بن- ---عمرو -ول-------م --ي--زل -خارجة بمصر -الي ان -قتل --به-----ا- وذلك ان بني-- --مل-جم-- ----ع---ب-د --ا--لرحمن و--قيسا وي-زيد تعا---قدوا ع-----ل----ي --قت-ل- ---امير المءمنين -عل----ي- بن -ا----بي -طالب -رضي الله عنه ومعاوية بن- ----ابي -سفيان و-عمرو -بن ال--عاص رضي ---الله عنهما وتواعدوا ليلة من شهر رمضان سنة اربعين فمضي كل واحد منهم الي صاحبه وكان يزيد هو صاحب عمرو فعرضت لعمرو تلك الليلة علة منعته من حضور المسجد فصلي خارجة بالناس فشد عليه يزيد فضربه حتي قتله فدخل به علي عمرو فقال اما والله ما اردت غيرك يا	معاوية عمرو بن العاص في جيوش اهل الشام الي الفسطاط وتغيب ابن ابي بكر فظفر به معاوية بن خديج فقتله ثم جعله في جيفة حمار ميت واحرقه بالنار لاربع عشرة خلت من صفر سنة ثمان وثلاثين فكانت ولايته خمسة اشهر ثم وليها عمرو بن العاص ولايته الثانية من قبل معاوية بن ابي سفيا-ن- رضي الله عنه فاستقبل بولايته شهر ربيع الاول سنة ثمان وثلاثين وجعل اليه الصلاة والخراج جميعا وجعلت مصر له طعمة بعد عطاء جندها والنفقة في مصلحتها ثم خرج عمرو للحكومة واستخلف علي مصر ابنه عبد الله وقيل بل خارجة بن حذافة ورجع ا-لي مصر وتعا-قد بنو لخم عبد الرحمن وقيس ويزيد علي قتل علي ومعاوية وعمرو وتواعدوا ليلة من ----رمضان سنة اربعين فمضي كل----- منهم الي صاحبه وكان يزيد هو صاحب عمرو فعرضت لعمرو -----------علة منعته من حضور المسجد فصلي خارجة بالناس فشد عليه يزيد فضربه حتي قتله فدخل به علي عمرو فقال اما والله ما اردت غيرك يا	1486	686	-5954052998388174384	7903990500141975315	284	792	50.0	48	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
875	1	1570	465	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2352	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1872	412	بد كلال وابو الكنود سعد بن مالك الازدي وخالد بن ثابت الفهمي في جمع كبير ليس لهم من الذكر ما لهءلاء وبعثوا سلمة بن مخرمة التجيبي الي عثمان رضي الله عنه ليخبره بامرهم وبصنيع ابن ابي حذيفة فاتي مسلمة عثمان فقال يا امير المءمنين ابن ابي حذيفة امام ضلالة كما قد علمت وانه انتزي علينا بمصر فدعانا الي اعطياتنا فابيت ان اخذ منه فقال عثمان قد عجزت انما هو حقك وبعث عثمان رضي الله عنه سعد بن ابي وقاص رضي الله عنه الي مصر ليصلح امرهم فبلغ ذلك ابن ابي حذيفة فخطب الناس وقال الا ان الكذا و--كذا قد بعث اليكم سعد بن مالك ليفل جماعتكم ويشتت كلمتكم ويوقع التخاذل بينكم فانفروا اليه فخرج اليه ماءة او نحوها فلقوه وقد ضرب فسطاطه وهو قاءل فقلبوا عليه فسطاطه وشجوه وسبوه فركب راحلته وعاد راجعا من حيث جاء وقال ضربكم	بن كلال وابو الكنود سعد بن مالك الازدي وخالد بن ثابت الفهمي في جمع كثير وبعثوا سلمة بن مخزمة التجيبي الي عثمان ----------------------------------------ليخبره بامرهم وبصنيع ابن ابي حذيفة فبعث ----------------------------------------------------------------------------------------------------------------------------------------------------------------------عثمان رضي الله عنه سعد بن ابي وقاص ---------------------ليصلح امرهم فبلغ ذلك ابن ابي حذيفة فخطب الناس وقال الا ان الكذا والكذا قد بعث اليكم سعد بن مالك ليقل جماعتكم ويشتت كلمتكم ويوقع التجادل بينكم فانفروا اليه فخرج منهم ماءة او نحوها------ وقد ضرب فسطاطه وهو قاءل فقلبوا عليه فسطاطه وشجوه وسبوه فركب راحلته وعاد راجعا من حيث جاء وقال ضربكم	2352	1872	2692828389445437015	-8493406634769421171	329	697	59.1104736328125	76	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
223	9	1122	1112	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2758	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1080	697	دينارا------ن ---هذا ومتولي صناديق الانفاق يحجب الخليفة وبيده خريطة ديباج فيها خمسماءة دينار لما عساه يامر به فاذا حصل --باحدي المناظ--------ر- فرق من العين ---------سبعة وخمسين دينارا و------------ماءة وستة وثمانين رباعيا في الحواشي والاستاذين واصحاب الدواوين والشعراء والمءذنين والمقرءين والمنجمين -------ومن الخراف الشواء خمسون راسا منها طبقان حارة مكملة مشورة برسم الماءدة الخاص مضافا لما يحضر من القصور من المواءد الخاص والحلاوات وطبق واحد برسم الماءدة المامونية والبقية ----باسماء اربابها وراسا بقر برسم الهراءس فاذا جلس الخليفة استدعي علي الماءدة المامون واولاده واخوته ومن جرت له عادة بجلوسه معه ومن تاخر عن الماءدة -من----------------هم حمل اليه ما -يكفي-ه -----ف--اذا -عاد ال-خليف----ة ----ا--لي-- ----القصر يحاسب الوزي------ر مقدمي الركاب علي ما صرف- -----في مسافة الطريق علي ا---لمساجد و-الجو-امع وغيرها -وتق---ل-دوا- -------ا--ل------ا--مانة ----فيما -----فرقوه -في ال--صد---قات --وال-ذي يتولي ----محا-سبتهم م-تول-ي ا--لدفتر -توزيع ايا-م الراحة و--ا-ي----ام العمل وكان --المامون -ي-جلس-- في--- ---ي-ومي-- ال-احد ----وال-----ار-بع-------اء-- ب-دا--ره علي سبي---ل الر------احة --وا--لنفقة --في ال-عسكر ال---فارس ال-بسا-	ديناران ويكون مع هذا -متولي صناديق الانفاق يحجب الخليفة وبيده خريطة ديباج فيها خمسماءة دينار لما عساه يءمر به فاذا حصل في احدي المناظر المذكورة فرق من العين ما مبلغه سبعة وخمسون دينارا ومن الرباعية ماءة وستة وثمانون ---دينارا للحواشي والاستاذين واصحاب الدواوين والشعراء والمءذنين والمقرءين والمنجمين وغيرهم ومن الخزاف الشواء خمسون راسا منها طبقان حارة مكملة مشورة برسم الماءدة الخاص مضافا لما يحضر من القصور من المواءد الخاص والحلاوات وطبق واحد برسم --ماءدة ال---وزير و--بقية ذلك باسماء اربابه- وراسا بقر برسم الهراءس فاذا جلس الخليفة علي الماءدة استدعي الوزير وخواصه ومن جرت العادة ----------بجلوسه معه ومن تاخر عن الماءدة ممن جرت عادته بحضورها حمل اليه من بين يدي الخليفة علي سبيل التشريف وعند عود الخليفة الي القصر يحاسب متولي الدفتر مقدمي الركاب علي ما انفق عليه في مسافة الطريق من جامع ومس-جد وباب ودابة و--اما تفرقة الصدقات فهم فيها علي حكم الامانة قال واذا وقع الركوب الي الميادين جري الحال فيها علي الرسم المستقر من الانعام ويءمر متولي- خزاءن الخا-ص وصناديق الانفاق ان يكون معه خريطة في السرج ديباج تسمي خريطة الموكب فيها الف دينار معدة لمن يءمر بالانعام عليه في حال الركوب منظرة التاج هي من جملة المناظر التي كانت الخلفاء	2758	1080	-6685416850227780670	-8869925996428878685	564	1130	61.68141555786133	73	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
23	553	1007	1446	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1964	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1955	249	وولي الوزارة عوضا عنه القاضي الاعز مجد الدين مقدام بن احمد بن شكر ثم اخرج الصفي من القاهرة بجميع امواله وحرمه وغلمانه فخرج و كان نقله علي ثلاثين حملا وشرع اعداءه في اغراء السلطان به وزينوا له ان ياخذ ماله فلم يوافق علي ذلك وسار الي امد فاقام بها عند متملكها الملك الصالح محمود بن محمد بن قرا ارسلان بن ارتق حتي مات العادل في سنة خمس عشرة وستماءة رجوعه الي الوزارة فاستدعاه الملك الكامل محمد ابن العادل الي القاهرة فقدم عليه مستهل ذي القعدة منها وهو في نوبة دمياط علي مقابلة الفرنج وقد دعته الضرورة الي ذلك بعد ما كان يعاديه في ايام ابيه فخرج الي لقاءه بالمنزلة العادلية واكرمه وشكا اليه ما دهمه من موت ابيه ومحاربة الفرنج ومخالفة الامير عماد الدين احمد ابن المشطوب عليه مع اضطراب ارض مصر بثورة العربان وكثرة المين والخلاف فثبته وقوي قلبه وتكفل له بتحصيل الاموال وتدبير الامور ففوض اليه الوزارة في ذي القعدة منها وتوجه الي القاهرة فباشر علي عادته وصادر ارباب الاموال من الكتاب والتجار وقرر علي الاملاك مالا و-جدد حوادث عديدة وبعث بالا----م-وال الي السلطان شيءا --بعد شء فزاد تمكنه و-عظمت مهابته	وولي الوزارة عوضا عنه القاضي الاعز فخر الدين مقدام بن شكر واخرجه من مصر بجميع امواله وحرمه وغلمانه وكان نقله علي ثلاثين جملا واخذ اعداءه في اغراء السلطان به وحسنوا له ان ياخذ ماله فابي عليهم ولم ياخذ منه شيءا وسار الي امد فاقام بها عند ابن ارتق الي ان مات الملك العادل في سنة خمسين وستماءة فطلبه الملك الكامل محمد بن الملك العادل لما استبد بسلطنة ديار مصر بعد ابيه وهو في نوبة قتال الفرنج علي دمياط حين راي ان الضرورة داعية لحضوره بعد ما كان يعاديه فقدم عليه في ذي القعدة منها وهو بالمنزلة العادلية قريبا من دمياط فتلقاه واكرمه وحادثه فيما نزل به ------------------------------------------------من موت ابيه ومحاربة الفرنج ومخالفة الامير عماد الدين احمد بن المشطوب واضطراب ارض مصر بثورة العربان وكثرة خلافهم فشجعه وتكفل له بتحصيل المال وتدبير الامور وسار الي القاهرة فوضع يده في مصادرات ارباب الاموال بمصر والقاهرة ----------------------------------------------------من الكتاب والتجار وقرر علي الاملاك مالا واحدث حوادث كثيرة وجمع مالا عظيما امد به السلطان فكثر تمكنه منه وقويت يده وتوفرت مهابته	1964	1955	-5194544045814696501	620548354310473039	190	993	25.075529098510742	30	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
86	658	1300	1693	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0448	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0952	567	-- المستعلي- الفاطمي- ---ا --ا-حمد بن --معد بن -----عل-ي بن منص--و---ر بن -نزار بن-- م-عد بن اسماعيل بن --محمد بن عبي--د ---الله -الا-مام المس-تعلي بالله ام--ير--- ال--مءمني--ن -ابو --ا--لقا--سم -ابن الاما---م -ا-مير -ا-لمءمنين المستنصر ب----الله- ابي تميم -ا---بن الا-مام --------ا-م---ير -ا-ل---------مءم--نين -------الظاهر لاعزاز دين الله ابي الحسن ابن الامام امير المءمنين الحاكم بامر الله ابي علي ابن الامام امير المءمنين ابي منصور العزيز بالله نزار ابن الامام امير المءمنين المعز لدين الله ابي تميم ابن الامام امير المءمنين ابي الطاهر المنصور بنصر الله اسماعيل ابن الامام امير المءمنين القاءم بامر الله ابي القاسم محمد ابن الامام امير المءمنين المهدي ابي محمد ولد في ثامن المحرم وقيل في عشرين المحرم سنة ثمان وستين واربعماءة وبويع بالخلافة بعد موت ابيه في يوم الخميس الثامن عشر من ذي الحجة سنة سبع وثمانين واربعماءة وذلك ان الافضل شاهنشاه ابن امير الجيوش بدر الجمالي سلطان مصر ---ل---ما بل--غه --م--وت المستنصر بدر الي القصر واجل-سه -ول---قبه با-ل--مس--تعلي -با-----لله و--ا-ستدع-ي اخوته -الامير نزارا واسماعيل -وعبد ال----له --ليبا-يعوه ف--ا-نفو---ا من ذلك لصغر -سنه --فقال- -لهم ا--لا---ف----ض-----ل- --ق-بل----وا---- الارض- ---لله تعالي و----ل-م--ول-انا-ا---ل-اما-م المستعلي بالله وبايعوه فهو الذي نص عليه مولانا الامام المستنصر قبل وفاته بالخلافة من بعده فامتنعوا--- ---وادعي كل منهم ان اباه--- وعده بالخلافة وقال نزار لو قطعت ما بايعت من هو اصغر سنا مني وخط والدي عندي باني ولي عهده وانا احضره وخرج مسرعا لياتي	من الاستاذين المميزين ومشارفها وهو من المعدلين راتب المطابخ خاصا وعاما او لايام ينفق منها للمستخدمين ثم لارباب التوقيعات من الجهات وارباب الرسوم في كل شهر من ارباب الرتب حتي لا يخرج عما يحتاجونه فيها الا اللحم والخضراوات فهي ابدا معمورة بذلك انتهي خبر نزار وافتكين لما مات الخليفة المستنصر بالله ابو تميم معد بن الامام الظاهر لاعزاز دين الله ابي الحسن علي بن الحاكم بامر الله ابي علي منصور في ليلة --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------الخميس الثامن عشر من ذي الحجة سنة سبع وثمانين واربعماءة ---بادر الافضل شاهنشاه -بن امير الجيوش بدر الجمالي الي القصر واجلس ابا القاسم احمد بن المستنصر في منصب الخلافة ولقبه بالمستعلي بالله وسير الي الامير نزار والامير عبد ا-لله والامير ----ا---سماعيل اولاد المستنصر فجاءوا اليه فاذا اخوهم احمد وهو اصغرهم قد جلس علي سرير الخلافة فامتعضوا لذلك وشق عليهم وامرهم الافضل بتقبيل الارض وقال لهم قبلوا الارض لمولانا المستعلي بالله وبايعوه فهو الذي نص عليه------- الامام المستنصر قبل وفاته بالخلافة من بعده فامتنعوا من ذلك وقال كل منهم ان اباه قد وعده بالخلافة وقال نزار لو قطعت ما بايعت من هو اصغر مني سنا وخط والدي عندي باني ولي عهده وانا احضره وخرج مسرعا ليحضر	448	952	2022255862597442010	8611590818255441736	436	1422	39.873416900634766	60	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
