parent_cl_book,level_1_book,level_2_book,level_3_book,ms,row_id
['0764Safadi.AcyanCasr'],No Cluster,No Cluster,No Cluster,2023,1594
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,2026,1596
['0843IbnKhatibNasiriyya.DurrMuntakhab'],['0843IbnKhatibNasiriyya.DurrMuntakhab'],No Cluster,No Cluster,2034,1600
['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster,2039,1604
['0911Suyuti.HusnMuhadara'],No Cluster,No Cluster,No Cluster,2044,1607
['0845Maqrizi.DurarCuqud'],['0852IbnHajarCasqalani.InbaGhumr'],No Cluster,No Cluster,2055,1610
['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster,2058,1611
['0772IbnHasanJamalDinIsnawi.TabaqatShaficiyya'],No Cluster,No Cluster,No Cluster,2062,1612
"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",No Cluster,No Cluster,No Cluster,2066,1614
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,2079,1620
['0562Samcani.Ansab'],['0631SayfDinAmidi.AbkarAfkar'],No Cluster,No Cluster,2084,1623
['0562Samcani.Ansab'],['0562Samcani.Ansab'],No Cluster,No Cluster,2084,1624
['0889IbnAhmadSakhawi.TuhfatAhbab'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,2085,1625
['0214IbnCabdHakamMisri.SiratCumarIbnCabdCaziz'],['0277IbnSufyanFasawi.MacrifaWaTarikh'],No Cluster,No Cluster,2098,1656
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,2100,1659
['0814IbnZayyat.KawakibSayyara'],['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,2108,1668
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,2109,1669
"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']",No Cluster,No Cluster,No Cluster,2112,1670
['0528HakamIbnAbiSalt.Diwan'],No Cluster,No Cluster,No Cluster,2136,1680
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,2143,1683
['0845Maqrizi.KhabarCanBashar'],['0600PseudoMascudi.AkhbarZaman'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,2148,1687
['0845Maqrizi.KhabarCanBashar'],['0808IbnKhaldun.Tarikh'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,2149,1688
['0845Maqrizi.KhabarCanBashar'],['0808IbnKhaldun.Tarikh'],No Cluster,No Cluster,2153,1692
['0845Maqrizi.KhabarCanBashar'],['0440AbuRayhanBiruni.AtharBaqiya'],No Cluster,No Cluster,2163,1696
"['0845Maqrizi.KhabarCanBashar', '0845Maqrizi.DawSari']",['0845Maqrizi.DawSari'],No Cluster,No Cluster,2180,1699
['0808IbnKhaldun.Tarikh'],No Cluster,No Cluster,No Cluster,2200,1704
['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,No Cluster,2207,1705
['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster,2208,1706
['0310Tabari.Tarikh'],['0630IbnAthirCizzDin.Kamil'],No Cluster,No Cluster,2211,1707
['0310Tabari.Tarikh'],['0310Tabari.Tarikh'],No Cluster,No Cluster,2211,1708
['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,No Cluster,2212,1709
['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,No Cluster,2213,1710
['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,No Cluster,2216,1712
['0400IbnTahirMaqdisi.BadWaTarikh'],No Cluster,No Cluster,No Cluster,2225,1715
['0400IbnTahirMaqdisi.BadWaTarikh'],['0400IbnTahirMaqdisi.BadWaTarikh'],No Cluster,No Cluster,2226,1716
['0400IbnTahirMaqdisi.BadWaTarikh'],['0400IbnTahirMaqdisi.BadWaTarikh'],No Cluster,No Cluster,2226,1717
['0388Shabushti.Diyarat'],['0388Shabushti.Diyarat'],No Cluster,No Cluster,2234,1722
['0388Shabushti.Diyarat'],['0388Shabushti.Diyarat'],No Cluster,No Cluster,2234,1723
['0388Shabushti.Diyarat'],No Cluster,No Cluster,No Cluster,2240,1725
['0350MuhammadKindi.WulatMisr'],No Cluster,No Cluster,No Cluster,2247,1729
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,2250,1731
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,2254,1733
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,2258,1735
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,2259,1736
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,2265,1737
